# Time-averaged data for fix cold1
# TimeStep f_Cold
1401000 783.252
1402000 785.04
1403000 786.029
1404000 785.968
1405000 786.453
1406000 786.182
1407000 786.528
1408000 786.29
1409000 787.271
1410000 788.657
1411000 788.162
1412000 788.723
1413000 790.361
1414000 793.144
1415000 793.738
1416000 795.329
1417000 795.052
1418000 796.952
1419000 796.539
1420000 796.102
1421000 796.884
1422000 797.818
1423000 797.871
1424000 798.378
1425000 798.391
1426000 799.221
1427000 798.886
1428000 800.999
1429000 801.607
1430000 801.97
1431000 803.248
1432000 803.059
1433000 803.426
1434000 804.558
1435000 805.765
1436000 807.427
1437000 807.63
1438000 808.495
1439000 808.527
1440000 810.045
1441000 810.006
1442000 809.551
1443000 811.41
1444000 811.388
1445000 812.051
1446000 811.89
1447000 812.09
1448000 814.294
1449000 812.117
1450000 812.833
1451000 812.151
1452000 812.961
1453000 815.152
1454000 815.12
1455000 816.062
1456000 816.442
1457000 816.038
1458000 815.515
1459000 817.069
1460000 818.631
1461000 819.159
1462000 817.856
1463000 818.708
1464000 818.893
1465000 819.948
1466000 819.673
1467000 819.528
1468000 821.295
1469000 820.873
1470000 822.802
1471000 823.207
1472000 824.071
1473000 825.173
1474000 827.636
1475000 827.872
1476000 828.206
1477000 829.137
1478000 831.03
1479000 832.067
1480000 833.177
1481000 834.618
1482000 835.427
1483000 836.427
1484000 838.17
1485000 838.383
1486000 836.901
1487000 835.033
1488000 836.864
1489000 838.632
1490000 838.633
1491000 839.631
1492000 839.246
1493000 840.084
1494000 842.085
1495000 841.081
1496000 842.077
1497000 842.491
1498000 843.937
1499000 844.996
1500000 845.499
1501000 845.439
1502000 845.105
1503000 847.718
1504000 848.483
1505000 848.194
1506000 846.952
1507000 850.443
1508000 848.916
1509000 851.076
1510000 852.437
1511000 855.144
1512000 856.602
1513000 858.499
1514000 858.325
1515000 859.301
1516000 859.987
1517000 859.272
1518000 860.638
1519000 861.503
1520000 859.783
1521000 861.706
1522000 862.072
1523000 862.073
1524000 863.693
1525000 862.261
1526000 863.85
1527000 863.762
1528000 864.783
1529000 864.576
1530000 864.372
1531000 864.126
1532000 864.411
1533000 865.279
1534000 864.922
1535000 865.61
1536000 866.848
1537000 867.72
1538000 867.432
1539000 866.92
1540000 866.789
1541000 867.908
1542000 866.921
1543000 866.945
1544000 869.512
1545000 871.722
1546000 872.45
1547000 870.562
1548000 872.32
1549000 871.614
1550000 873.514
1551000 874.904
1552000 877.741
1553000 879.162
1554000 878.142
1555000 877.688
1556000 877.272
1557000 877.945
1558000 878.237
1559000 878.946
1560000 880.028
1561000 880.339
1562000 880.739
1563000 882.952
1564000 884.316
1565000 885.235
1566000 886.34
1567000 885.827
1568000 885.968
1569000 885.076
1570000 886.388
1571000 888.796
1572000 889.859
1573000 889.312
1574000 886.979
1575000 887.696
1576000 888.008
1577000 887.978
1578000 889.148
1579000 889.935
1580000 890.748
1581000 889.07
1582000 889.061
1583000 889.18
1584000 891.487
1585000 891.303
1586000 892.658
1587000 893.603
1588000 894.669
1589000 894.676
1590000 893.586
1591000 895.343
1592000 894.824
1593000 894.787
1594000 894.331
1595000 895.497
1596000 895.737
1597000 895.079
1598000 896.311
1599000 899.313
1600000 899.217
1601000 900.163
1602000 900.254
1603000 900.909
1604000 901.044
1605000 900.472
1606000 902.27
1607000 904.428
1608000 905.392
1609000 905.939
1610000 906.419
1611000 905.626
1612000 907.728
1613000 908.469
1614000 907.079
1615000 908.433
1616000 908.27
1617000 908.776
1618000 908.601
1619000 910.258
1620000 912.461
1621000 913.071
1622000 915.948
1623000 915.361
1624000 916.04
1625000 916.084
1626000 916.085
1627000 918.203
1628000 919.606
1629000 920.39
1630000 920.704
1631000 920.264
1632000 921.099
1633000 921.039
1634000 922.136
1635000 923.304
1636000 923.334
1637000 924.467
1638000 925.128
1639000 925.964
1640000 927.809
1641000 926.992
1642000 927.536
1643000 929.802
1644000 929.181
1645000 930.964
1646000 932.023
1647000 933.598
1648000 934.304
1649000 935.693
1650000 934.335
1651000 935.627
1652000 935.627
1653000 937.175
1654000 937.39
1655000 939.29
1656000 939.871
1657000 940.742
1658000 942.281
1659000 944.693
1660000 944.36
1661000 945.564
1662000 946.835
1663000 947.174
1664000 948.519
1665000 948.715
1666000 948.408
1667000 949.419
1668000 950.617
1669000 951.878
1670000 952.293
1671000 954.32
1672000 953.321
1673000 953.37
1674000 953.055
1675000 953.44
1676000 954.883
1677000 955.701
1678000 955.321
1679000 956.316
1680000 956.793
1681000 954.866
1682000 955.243
1683000 955.103
1684000 956.05
1685000 956.954
1686000 956.751
1687000 957.32
1688000 958.835
1689000 960.491
1690000 960.841
1691000 960.995
1692000 960.235
1693000 961.298
1694000 960.723
1695000 961.772
1696000 961.868
1697000 961.504
1698000 962.372
1699000 963.588
1700000 964.821
1701000 965.573
1702000 965.648
1703000 966.824
1704000 969.062
1705000 969.959
1706000 970.36
1707000 970.607
1708000 971.908
1709000 972.572
1710000 973.578
1711000 974.635
1712000 974.857
1713000 974.98
1714000 977.035
1715000 978.72
1716000 979.268
1717000 980.412
1718000 982.22
1719000 982.637
1720000 983.767
1721000 985.603
1722000 988.233
1723000 987.898
1724000 987.224
1725000 988.992
1726000 989.148
1727000 989.868
1728000 990.514
1729000 991.584
1730000 992.419
1731000 992.178
1732000 991.321
1733000 991.912
1734000 994.142
1735000 994.59
1736000 994.969
1737000 995.328
1738000 995.458
1739000 996.034
1740000 996.205
1741000 996.333
1742000 998.041
1743000 998.782
1744000 997.58
1745000 999.866
1746000 999.679
1747000 999.426
1748000 998.922
1749000 999.65
1750000 999.628
1751000 1000.6
1752000 999.777
1753000 1001.18
1754000 1003.38
1755000 1004.05
1756000 1004.18
1757000 1004.86
1758000 1005.14
1759000 1002.62
1760000 1005.29
1761000 1006.7
1762000 1006.21
1763000 1006.06
1764000 1004.6
1765000 1006.49
1766000 1007.85
1767000 1009.1
1768000 1010.12
1769000 1010.47
1770000 1011.54
1771000 1014.76
1772000 1014.82
1773000 1015.32
1774000 1015.56
1775000 1016.55
1776000 1015.47
1777000 1016.39
1778000 1017.9
1779000 1017.84
1780000 1017.01
1781000 1017.19
1782000 1015.34
1783000 1015.9
1784000 1017.28
1785000 1017.78
1786000 1019.29
1787000 1020.34
1788000 1018.93
1789000 1021.46
1790000 1021.89
1791000 1023.74
1792000 1022.71
1793000 1026.27
1794000 1026.26
1795000 1028.71
1796000 1028.4
1797000 1029.13
1798000 1027.82
1799000 1027.74
1800000 1029.18
1801000 1028.6
1802000 1029.67
1803000 1031.22
1804000 1030.92
1805000 1031.99
1806000 1032.97
1807000 1034
1808000 1036.24
1809000 1035.78
1810000 1038.36
1811000 1037.63
1812000 1038.1
1813000 1039.12
1814000 1038.19
1815000 1037.58
1816000 1038.62
1817000 1040.61
1818000 1040.23
1819000 1041.28
1820000 1041.15
1821000 1042.42
1822000 1041.52
1823000 1043.11
1824000 1043.44
